Order Number,Order Time,Cust ID,Delivery Date,订单投诉,Status,Total Price,Payment,Voucher Discount,Voucher,Coupon Discount,Coupon,Tax Price,Final Price,Refund,Customer Service,OS of App,,冷链包装费,支付宝手续费,会员券,配送费,到家/自提,班次,服务费
1598854970,7/7/2020 19:46,57551763176,7/9/2020,,已送达,107.73,信用卡支付,,,,,4.44,113.67,2.99,,pc下单,,1.5,,0,0,自提,NY,0
1600759875,7/7/2020 19:48,52061776646,7/11/2020,,已送达,264.73,信用卡支付,,,,,4.59,279.97,18.19,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1603942404,7/7/2020 19:51,59665060646,7/11/2020,,已送达,250.61,信用卡支付,,,,,0,261.95,9.98,,ios,2.2.4,1.5,,0,9.99,到家,Boston,0
1601369451,7/7/2020 19:53,56191999114,7/11/2020,,已送达,86.18,信用卡支付,,,,,2.35,90.03,,,pc下单,,1.5,,0,0,自提,OT,0
1598972879,7/7/2020 19:53,57260765505,7/11/2020,,已送达,111.53,信用卡支付,,,,,1.32,113.1,,,IPAD,2.3.1,1.5,,0,0,自提,OT,0
1595309758,7/7/2020 19:57,52392971919,7/11/2020,,已送达,470.8,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,5.73,487.89,72.97,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1599665839,7/7/2020 19:57,57263142403,7/9/2020,,已送达,89.53,信用卡支付,,,,,0.43,91.46,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1595172551,7/7/2020 19:58,53848440663,7/11/2020,,已送达,1370,信用卡支付,,,,,0,1370.24,,,ios,2.3.1,1.5,,5,0,自提,OT,0
1602501983,7/7/2020 19:59,58591725533,7/9/2020,,已送达,135.74,信用卡支付,,,,,0,137.05,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1597138533,7/7/2020 19:59,5834025781,7/11/2020,,已送达,20.58,信用卡支付,,,2,Employee Code,0,22.08,,,ios,2.3.1,1.5,,0,0,自提,DC,2
1595964661,7/7/2020 20:00,58264656348,7/11/2020,,已送达,38.83,支付宝/微信,,,,,0.79,53.11,9.99,R-其他,pc下单,,,1.5,0,9.99,到家,NY,2
1604104521,7/7/2020 20:01,5757349554,7/18/2020,,已送达,188.6,余额支付,,,,,0.35,201.78,14.55,,ios,2.3.1,1.5,1.5,0,9.99,到家,OT,0
1597253793,7/7/2020 20:01,59520120475,7/9/2020,,已送达,175.32,信用卡支付,,,,,1.09,187.9,,,ios,2.2.8,1.5,,0,9.99,到家,NY,0
1600898964,7/7/2020 20:02,57550862825,7/12/2020,,已送达,160.98,信用卡支付,,,,,0.27,162.58,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1603106660,7/7/2020 20:02,53121777529,7/11/2020,,已送达,104.38,PayPal,,,,,0.95,106.83,2.99,,android,2.3.1,1.5,,0,0,自提,OT,0
1602771901,7/7/2020 20:02,57831551991,7/11/2020,,已送达,158.38,信用卡支付,,,,,1.56,168.27,1.08,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1597062888,7/7/2020 20:02,55534774587,7/9/2020,,已送达,46.53,信用卡支付,,,,,0.78,58.8,,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1595034256,7/7/2020 20:03,56830183464,7/11/2020,普通投诉,已送达,92.15,信用卡支付,,,,,1.28,101.74,18.38,R-质量问题,android,2.3.1,1.5,,0,6.99,到家,DC,0
1599974835,7/7/2020 20:04,52663120953,7/9/2020,,已送达,108.72,PayPal,,,,,0,109.97,,,android,2.3.1,1.5,,0,0,自提,NY,0
1598004732,7/7/2020 20:05,5572676849,7/11/2020,,已送达,79.44,信用卡支付,,,,,2.06,83,,,pc下单,,1.5,,0,0,自提,OT,0
1595010532,7/7/2020 20:08,58941263367,7/9/2020,普通投诉,退款已完成,85.92,信用卡支付,,,,,3.14,100.55,6.17,R-商品变质,pc下单,,1.5,,0,9.99,到家,NY,0
1603405916,7/7/2020 20:08,55191728265,7/9/2020,,已送达,80.53,信用卡支付,,,,,0.68,92.52,6.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596098386,7/7/2020 20:09,57734759182,7/9/2020,,已送达,156.22,信用卡支付,,,,,0,167.71,1.52,,pc下单,,1.5,,0,9.99,到家,NY,0
1603895366,7/7/2020 20:11,56483233655,7/11/2020,,已送达,73.24,信用卡支付,,,,,0,84.73,13.98,,pc下单,,1.5,,0,9.99,到家,NY,0
1602557232,7/7/2020 20:12,53720216413,7/9/2020,,已送达,76.26,信用卡支付,,,,,0,76.62,1.29,,ios,2.3.1,1.5,,0,0,自提,NY,0
1595107707,7/7/2020 20:13,59764645535,7/9/2020,,已送达,22.6,信用卡支付,,,,,0,23.25,,,ios,2.3.1,,,0,0,自提,NY,2
1597942145,7/7/2020 20:13,57281826908,7/11/2020,,已送达,137.48,信用卡支付,,,,,9.7,146.1,,,IPAD,2.2.4,,,0,0,自提,NY,0
1601820315,7/7/2020 20:15,55197971853,7/12/2020,,已送达,70.1,信用卡支付,,,,,0,71.6,12.26,,pc下单,,1.5,,0,0,自提,DC,0
1594712048,7/7/2020 20:16,54594148995,7/9/2020,,已送达,131.64,PayPal,,,,,1.31,132.77,3.99,,ios,2.3.1,,,0,0,自提,NY,0
1601510617,7/7/2020 20:18,59063177937,7/9/2020,,已送达,74.05,信用卡支付,,,,,0.44,85.84,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1600920886,7/7/2020 20:18,54661716361,7/9/2020,,已送达,98,信用卡支付,,,,,1.44,110.76,10.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1601849434,7/7/2020 20:19,52977319997,7/12/2020,,已送达,77.32,支付宝/微信,,,,,0,90.13,13.98,,ios,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1600842383,7/7/2020 20:20,56091789121,7/9/2020,,已送达,151.56,PayPal,,,,,1.06,163.86,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1597235910,7/7/2020 20:20,58191753265,7/9/2020,,已送达,39.69,信用卡支付,,,,,0,52.9,,,ios,2.3.1,1.5,,0,9.99,到家,NY,2
1596518433,7/7/2020 20:22,58991765481,7/9/2020,普通投诉,已送达,177.22,信用卡支付,,,,,1.34,190.05,18.97,R-缺失商品,pc下单,,1.5,,0,9.99,到家,NY,0
1597263526,7/7/2020 20:23,54570621956,7/18/2020,,已送达,219.25,余额支付,,,,,6.75,227.5,2,,android,2.3.1,1.5,,0,0,自提,OT,0
1602248043,7/7/2020 20:23,52721310991,7/11/2020,,已送达,93.64,信用卡支付,,,,,0,104.88,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1596896921,7/7/2020 20:24,58665023047,7/14/2020,,已送达,114.59,PayPal,,,,,0,125.23,5.78,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598624593,7/7/2020 20:25,59091721864,7/9/2020,,已送达,137.68,信用卡支付,,,,,1.42,150.37,6.49,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1602345500,7/7/2020 20:27,55351826461,7/9/2020,,已送达,75.41,余额支付,,,,,0.56,71.22,8.99,,ios,2.3.1,1.5,,5,0,自提,NY,0
1600750088,7/7/2020 20:28,5969148082,7/12/2020,普通投诉,退款已完成,268.48,余额支付,,,,,10.64,290.38,28.03,R-缺失商品,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1594731851,7/7/2020 20:30,5668583008,7/11/2020,,订单已取消【价格原因 || 想要加其他东西，根据客服必需取消重订】,64.81,PayPal,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,0.99,69.29,69.29,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1598383322,7/7/2020 20:30,54621322942,7/9/2020,,已送达,410.06,信用卡支付,,,,,4.65,424.88,20.8,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602454210,7/7/2020 20:31,5393476362,7/9/2020,,已送达,137.57,支付宝/微信,,,,,0,150.39,,,ios,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1601620059,7/7/2020 20:32,5298576427,7/9/2020,,已送达,144.01,余额支付,,,,,2.97,158.32,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598124414,7/7/2020 20:33,59391730241,7/9/2020,,已送达,123.21,信用卡支付,,,,,9.49,142.44,,,ios,2.3.1,,,0,9.99,到家,NY,0
1601063758,7/7/2020 20:33,56630193363,7/9/2020,,已送达,52.15,信用卡支付,,,,,1.08,66.72,6.99,,pc下单,,1.5,,0,9.99,到家,NY,2
1596352495,7/7/2020 20:33,53025285227,7/9/2020,,已送达,87.3,信用卡支付,,,,,0.55,99.34,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1594435197,7/7/2020 20:33,5619175724,7/9/2020,,已装车,275.72,信用卡支付,,,,,0,286.99,3.98,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603790147,7/7/2020 20:34,5755158103,7/9/2020,,已送达,85.56,PayPal,,,,,2.44,98.29,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599534078,7/7/2020 20:34,57860912699,7/9/2020,,已送达,124.54,PayPal,,,,,3.92,139.95,,,pc下单,,1.5,,0,9.99,到家,NY,0
1594845803,7/7/2020 20:39,56391791580,7/9/2020,,已送达,241.07,信用卡支付,,,,,4.73,255.89,17.28,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597360798,7/7/2020 20:39,59131797308,7/18/2020,,订单已取消【需要取消一件/多件商品 || 需要取消多件商品】,100.48,余额支付,,,,,0,101.22,101.22,,ios,2.2.4,1.5,,0,0,自提,OT,0
1596309432,7/7/2020 20:41,56741395757,7/9/2020,,已送达,106.85,信用卡支付,,,,,3.32,120.56,5.1,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599331658,7/7/2020 20:44,58797831223,7/19/2020,,已送达,485.52,信用卡支付,,,,,0.59,502.42,94.24,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1596533996,7/7/2020 20:44,54676591347,7/11/2020,,已送达,276.74,信用卡支付,,,,,4.15,292.38,5.69,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595694013,7/7/2020 20:44,59243495906,7/11/2020,,订单已取消【客服取消】,184.69,余额支付,,,,,4.62,185.59,185.59,,ios,2.3.1,1.5,,5,0,自提,OT,0
1594222993,7/7/2020 20:44,58163116008,7/12/2020,,已送达,100.61,余额支付,,,,,0,101.88,9.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1603666078,7/7/2020 20:46,54657182874,7/11/2020,,已送达,101.58,信用卡支付,,,,,4.25,114.32,,,pc下单,,1.5,,0,6.99,到家,DC,0
1600028284,7/7/2020 20:46,56841228262,7/14/2020,,已送达,105.67,余额支付,,,,,0,112.16,2.89,,ios,2.3.1,1.5,,5,9.99,到家,NY,0
1602401583,7/7/2020 20:47,53162629363,7/9/2020,,已送达,85.98,信用卡支付,,,,,4.83,102.07,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1601443375,7/7/2020 20:47,59920312640,7/9/2020,,已送达,74.94,PayPal,,,,,0,86.16,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602293296,7/7/2020 20:48,57021414257,7/9/2020,,已送达,89.67,信用卡支付,,,,,0,90.12,21.17,,ios,2.3.1,1.5,,0,0,自提,NY,0
1594621906,7/7/2020 20:49,53478517611,7/9/2020,,已送达,70.36,PayPal,,,,,0,71.86,,,pc下单,,1.5,,0,0,自提,NY,0
1598243338,7/7/2020 20:50,55291735572,7/11/2020,,已送达,170.17,支付宝/微信,,,,,3.85,187.01,1.59,,pc下单,,1.5,1.5,0,9.99,到家,NY,0
1595488746,7/7/2020 20:51,54376513391,7/9/2020,,已送达,178.64,信用卡支付,,,,,4.8,194.76,11.78,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596298734,7/7/2020 20:51,55292975180,7/9/2020,,已送达,187.61,信用卡支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,2.49,190.63,1.99,,ios,2.3.1,1.5,,5,9.99,到家,NY,0
1594689439,7/7/2020 20:52,52060762447,7/11/2020,,已送达,37.74,信用卡支付,,,,,0,41.24,,,pc下单,,1.5,,0,0,自提,OT,2
1599172429,7/7/2020 20:54,59297830332,7/11/2020,,已送达,198.55,PayPal,,,,,0.77,194.97,3.09,,ios,2.3.1,1.5,,5,0,自提,Boston,0
1600415106,7/7/2020 20:54,57126777289,7/12/2020,,已送达,110.69,余额支付,,,,,0.98,111.87,11.98,,ios,2.3.1,1.5,,0,0,自提,NY,0
1598362730,7/7/2020 20:54,55030288774,7/11/2020,,已送达,70.16,PayPal,,,,,0,70.16,29.99,,android,2.3.1,,,0,0,自提,NY,0
1595954388,7/7/2020 20:54,56892924105,7/9/2020,,已送达,139.42,信用卡支付,,,,,0,150.79,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597153180,7/7/2020 20:55,56240492960,7/11/2020,,已送达,501.73,PayPal,,,,,11.25,529.47,25.87,,pc下单,,1.5,,0,9.99,到家,NY,0
1600043666,7/7/2020 20:56,59260773001,7/18/2020,,已送达,269.7,余额支付,,,,,16.37,282.57,,,pc下单,,1.5,,5,0,自提,OT,0
1597594879,7/7/2020 20:57,52320640877,7/12/2020,,已送达,102.8,信用卡支付,,,,,1.02,114.16,15.47,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595626541,7/7/2020 20:58,53660779015,7/9/2020,,已送达,119.15,信用卡支付,,,,,0.52,131.16,,,pc下单,,1.5,,0,9.99,到家,NY,0
1599434226,7/7/2020 21:00,56997310907,7/9/2020,,已送达,128.07,信用卡支付,,,,,0,129.43,17.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1597325721,7/7/2020 21:02,59791757120,7/9/2020,,已送达,216.22,信用卡支付,,,,,0,232.71,5.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1597751685,7/7/2020 21:02,59991769711,7/9/2020,,已送达,78.93,信用卡支付,,,,,1.16,81.59,,,pc下单,,1.5,,0,0,自提,NY,0
1600451496,7/7/2020 21:04,55587288931,7/11/2020,,已送达,109,信用卡支付,,,,,0.2,119.5,25.26,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1602545721,7/7/2020 21:04,58471813831,7/9/2020,,已送达,113.17,余额支付,,,,,5.98,118.01,,,ios,2.3.1,,,0,0,自提,NY,0
1597800754,7/7/2020 21:05,52464683019,7/9/2020,,已送达,74.64,PayPal,,,,,1.01,76.92,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1603016391,7/7/2020 21:05,57586029301,7/18/2020,,已送达,138.07,信用卡支付,,,,,5.38,142.7,,,ios,2.3.1,,,0,0,自提,NY,0
1599349142,7/7/2020 21:05,58691730611,7/11/2020,,已送达,70.9,PayPal,,,,,0,71.28,5.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1601279045,7/7/2020 21:06,5569781355,7/12/2020,,已送达,162.03,信用卡支付,,,,,2.94,176.46,19.16,,pc下单,,1.5,,0,9.99,到家,Boston,0
1595226362,7/7/2020 21:07,54034748053,7/11/2020,,已送达,61.58,信用卡支付,,,,,0,74.91,,,ios,2.2.4,1.5,,0,9.99,到家,NY,2
1603254199,7/7/2020 21:07,52357132864,7/11/2020,,已送达,71.57,信用卡支付,,,,,3.81,82.24,,,ios,2.3.1,,,0,6.99,到家,DC,0
1595812403,7/7/2020 21:10,5484046281,7/11/2020,,已送达,74.49,信用卡支付,,,,,0,75.77,11.27,,ios,2.3.1,1.5,,0,0,自提,OT,0
1601489872,7/7/2020 21:11,57930253229,7/11/2020,,已送达,144.36,PayPal,,,,,5.81,160.82,2.65,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1599729556,7/7/2020 21:14,5649789711,7/11/2020,,已送达,74.48,信用卡支付,,,,,2.14,75.22,,,ios,2.2.7,,,0,0,自提,Boston,0
1594264769,7/7/2020 21:14,58251327705,7/11/2020,,已送达,130.68,PayPal,,,,,0,132.01,1.62,,ios,2.3.1,1.5,,0,0,自提,OT,0
1600952056,7/7/2020 21:14,53283132251,7/12/2020,,已送达,69.01,支付宝/微信,,,,,0,70.75,,,ios,2.3.1,1.5,1.5,0,0,自提,Boston,0
1596278826,7/7/2020 21:16,55564652688,7/9/2020,,已送达,163.99,信用卡支付,,,,,0,174.43,2.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598391497,7/7/2020 21:16,52362641887,7/18/2020,,已送达,182.17,支付宝/微信,,,,,5.17,189.32,2,,ios,2.2.4,1.5,1.5,0,0,自提,OT,0
1603617428,7/7/2020 21:17,52120182745,7/9/2020,,已送达,100.04,PayPal,,,,,0,111.53,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601257239,7/7/2020 21:18,57881477461,7/11/2020,,已送达,145.96,信用卡支付,,,,,0.75,156.7,,,pc下单,,,,0,9.99,到家,NY,0
1598620533,7/7/2020 21:18,58373434324,7/11/2020,,已送达,91.11,余额支付,,,,,0,98.34,,,ios,2.3.1,1.5,,0,6.99,到家,OT,0
1594516801,7/7/2020 21:19,5494349664,7/11/2020,,已送达,69.9,信用卡支付,,,,,0,81.23,9.57,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603899147,7/7/2020 21:19,59391729068,7/9/2020,,已送达,100.61,信用卡支付,,,,,0,102.72,2.99,,ios,2.3.1,1.5,,5,6.99,到家,NY,0
1595378336,7/7/2020 21:22,55051520109,7/11/2020,,已送达,193,信用卡支付,,,,,2.54,196.85,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1597927018,7/7/2020 21:23,59820181158,7/9/2020,,已送达,146.57,信用卡支付,,,,,4.44,152.27,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1596725970,7/7/2020 21:24,58771877680,7/9/2020,,已送达,127.19,PayPal,,,,,3.9,142.32,,,ios,2.2.8,1.5,,0,9.99,到家,NY,0
1599055780,7/7/2020 21:25,57934789299,7/9/2020,,已送达,154.78,信用卡支付,,,,,0.73,157.01,9.28,,pc下单,,1.5,,0,0,自提,NY,0
1604003034,7/7/2020 21:26,58861799671,7/9/2020,,已送达,199.96,信用卡支付,,,,,2.25,212.85,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597328743,7/7/2020 21:26,5522038487,7/11/2020,普通投诉,拒绝退款,69.59,PayPal,,,,,0.54,70.43,8.28,R-质量问题,ios,2.3.1,1.5,,0,0,自提,NY,0
1601457482,7/7/2020 21:26,54791785967,7/14/2020,普通投诉,已送达,302.14,信用卡支付,,,,,2.63,316.09,10.48,R-缺失商品,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602463929,7/7/2020 21:27,57763110894,7/9/2020,,已送达,48.84,PayPal,,,,,0,52.34,,,ios,2.3.1,1.5,,0,0,自提,NY,2
1599092164,7/7/2020 21:28,59321220060,7/9/2020,,已送达,196.6,信用卡支付,,,,,2.41,210.5,9.71,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1595453379,7/7/2020 21:29,54021510068,7/9/2020,,已送达,107.42,支付宝/微信,,,,,5.76,114.56,,,ios,2.3.1,,1.5,0,0,自提,NY,0
1600594765,7/7/2020 21:29,53291258768,7/9/2020,,已送达,102.9,信用卡支付,,,,,0,114.39,4.29,,pc下单,,1.5,,0,9.99,到家,NY,0
1598604619,7/7/2020 21:29,52573462016,7/11/2020,普通投诉,已送达,81.5,信用卡支付,,,,,0,82.8,37.5,R-商品不符,ios,2.3.0,1.5,,0,0,自提,OT,0
1602052632,7/7/2020 21:30,52380498905,7/12/2020,,已送达,787.14,余额支付,,,,,25.58,816,17.51,,ios,2.3.1,1.5,,0,0,自提,DC,0
1602127502,7/7/2020 21:30,56590855726,7/9/2020,,已送达,91.09,余额支付,,,,,5.76,108.19,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603653277,7/7/2020 21:30,57320231986,7/12/2020,,已送达,69.27,信用卡支付,,,,,0,68.37,,,ios,2.3.1,,,0,0,自提,DC,0
1601015133,7/7/2020 21:30,58144313172,7/11/2020,,已送达,176.47,信用卡支付,,,,,1.99,189.95,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601948518,7/7/2020 21:30,5799175158,7/11/2020,FGG责任,退款已完成,63.65,信用卡支付,,,,,1.71,68.86,21.51,R-商品变质,ios,2.3.1,1.5,,0,0,自提,OT,2
1598633840,7/7/2020 21:31,56886017429,7/11/2020,,已送达,59.98,PayPal,,,,,0,63.36,8.27,,android,2.3.0,1.5,,0,0,自提,NY,2
1602412955,7/7/2020 21:31,5876173224,7/11/2020,,已送达,157.45,信用卡支付,,,,,1.05,168.8,6.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1599056040,7/7/2020 21:31,56734773953,7/9/2020,,已送达,69.01,信用卡支付,,,,,0.14,69.87,3.99,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1598125570,7/7/2020 21:32,53692966662,7/9/2020,,已送达,93.01,PayPal,,,,,0,94.33,2,,ios,2.3.1,1.5,,0,0,自提,NY,0
1601233721,7/7/2020 21:33,56291745213,7/9/2020,,已送达,103,PayPal,,,,,0,111.49,8.19,R-数量/重量不符,pc下单,,1.5,,0,6.99,到家,NY,0
1600716381,7/7/2020 21:34,52955127812,7/9/2020,,已送达,233.56,余额支付,,,,,7.83,247.88,,,pc下单,,1.5,,5,9.99,到家,NY,0
1603545185,7/7/2020 21:36,59461261448,7/9/2020,,已送达,88.11,信用卡支付,,,,,1.73,101.33,6.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1603042000,7/7/2020 21:37,56561782042,7/11/2020,,已送达,188.38,余额支付,,,,,1.31,194.93,11.98,,ios,2.2.4,1.5,,5,9.99,到家,Boston,0
1597993329,7/7/2020 21:38,58464677595,7/9/2020,,已送达,193.53,PayPal,,,,,5.17,209.98,,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1595142396,7/7/2020 21:38,5384431308,7/11/2020,,已送达,82.94,支付宝/微信,,,,,2.34,93.77,,,pc下单,,,1.5,0,6.99,到家,DC,0
1596417902,7/7/2020 21:39,53061790478,7/11/2020,,已送达,323.94,信用卡支付,,,,,2.2,336.79,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1603185337,7/7/2020 21:40,59134777991,7/9/2020,,已送达,89.04,信用卡支付,,,,,0,97.53,,,pc下单,,1.5,,0,6.99,到家,NY,0
1599132630,7/7/2020 21:40,59220318793,7/9/2020,,已送达,181.59,支付宝/微信,,,,,5.56,200.14,,,pc下单,,1.5,1.5,0,9.99,到家,NY,0
1596604409,7/7/2020 21:41,55486014319,7/11/2020,,已送达,134.34,信用卡支付,,,,,2.61,138.21,,,ios,2.2.4,1.5,,0,0,自提,NY,0
1598559857,7/7/2020 21:43,54061717095,7/11/2020,,已送达,150.9,信用卡支付,,,,,3.03,165.42,6.49,,IPAD,2.3.1,1.5,,0,9.99,到家,Boston,0
1603832059,7/7/2020 21:43,53662648741,7/11/2020,,已送达,115.61,PayPal,,,,,4.14,128.01,22.63,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1601251896,7/7/2020 21:43,55965037575,7/14/2020,,已送达,80.9,信用卡支付,,,,,1.44,88.6,,,android,2.3.1,1.5,,5,9.99,到家,NY,0
1596181120,7/7/2020 21:44,53685733753,7/18/2020,,已送达,49.99,支付宝/微信,,,,,0,54.09,6.79,,ios,2.2.7,1.5,1.5,0,0,自提,NY,2
1597363200,7/7/2020 21:44,56561710253,7/11/2020,,已送达,102.92,PayPal,,,,,0.19,111.6,,,pc下单,,1.5,,0,6.99,到家,DC,0
1596159081,7/7/2020 21:44,52564626455,7/11/2020,,已送达,122.02,信用卡支付,,,,,0,133.3,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1594693401,7/7/2020 21:44,54634753026,7/9/2020,,已送达,73.25,信用卡支付,,,,,0,74.75,6.49,,pc下单,,1.5,,0,0,自提,NY,0
1599378479,7/7/2020 21:44,53360779187,7/9/2020,,已送达,91.77,信用卡支付,,,,,0.66,101.77,,,ios,2.3.1,,,0,9.99,到家,NY,0
1600658133,7/7/2020 21:46,59085799691,7/11/2020,,已送达,116.14,余额支付,,,,,0,127.63,10.58,,pc下单,,1.5,,0,9.99,到家,Boston,0
1595264941,7/7/2020 21:48,56746966486,7/11/2020,,已送达,63.4,PayPal,,,,,0,64.9,,,android,2.3.1,1.5,,0,0,自提,OT,0
1602858842,7/7/2020 21:49,5206469328,7/9/2020,,已送达,78.52,信用卡支付,,,,,5.47,85.49,6.99,,pc下单,,1.5,,0,0,自提,NY,0
1598750607,7/7/2020 21:49,59934781668,7/9/2020,普通投诉,已送达,91.96,PayPal,,,,,2.53,102.98,1.99,R-缺失商品,pc下单,,1.5,,0,6.99,到家,NY,0
1601806262,7/7/2020 21:51,5585159139,7/18/2020,,已送达,150.64,支付宝/微信,,,,,6.04,159.55,10.19,,ios,2.3.1,1.5,1.5,0,0,自提,OT,0
1603423409,7/7/2020 21:53,54991776243,7/9/2020,FGG责任,退款已完成,135.51,信用卡支付,,,,,1.48,148.48,16.19,R-缺失商品,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1601820624,7/7/2020 21:55,57464614502,7/14/2020,,已送达,193.82,信用卡支付,,,,,0,205.17,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603525887,7/7/2020 21:55,54151888939,7/11/2020,,已送达,188.03,余额支付,,,,,3.94,193.24,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1599606430,7/7/2020 21:55,59320136969,7/9/2020,,已送达,223.56,PayPal,,,,,0,234.2,29.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603572579,7/7/2020 21:56,53753012041,7/11/2020,,已送达,64.5,PayPal,,,,,4.03,80.02,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1598043531,7/7/2020 21:57,56260898613,7/9/2020,,已送达,281.29,余额支付,,,,,9.41,301.49,7.17,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598823153,7/7/2020 21:57,52373477253,7/11/2020,,已送达,80.64,信用卡支付,,,,,0,88.53,,,ios,2.3.1,1.5,,0,6.99,到家,OT,0
1595494859,7/7/2020 21:58,55564674902,7/9/2020,,已送达,100.21,信用卡支付,,,,,0,111.7,1.09,,pc下单,,1.5,,0,9.99,到家,NY,0
1596985039,7/7/2020 21:59,58381013308,7/11/2020,,已送达,42.27,PayPal,,,,,0,43.77,,,pc下单,,1.5,,0,0,自提,OT,0
1598078707,7/7/2020 22:02,58621380838,7/12/2020,,已送达,244.14,信用卡支付,,,,,0.82,256.45,5.78,,pc下单,,1.5,,0,9.99,到家,NY,0
1598120308,7/7/2020 22:04,56486071885,7/9/2020,,已送达,70.7,PayPal,,,,,1.93,83.42,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595989121,7/7/2020 22:04,58420213526,7/11/2020,,已送达,152.41,支付宝/微信,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,6.39,165.29,,,pc下单,,,1.5,0,9.99,到家,NY,0
1600839195,7/7/2020 22:04,56886017391,7/11/2020,,订单已取消【需要取消一件/多件商品 || 有东西忘记加进去了 不好意思】,116.38,信用卡支付,,,,,5.35,120.71,120.71,,ios,2.3.1,,,0,0,自提,NY,0
1598713265,7/7/2020 22:05,53564687931,7/9/2020,,已送达,239.3,信用卡支付,,,,,3.74,244.34,36.97,,ios,2.3.1,1.5,,0,0,自提,NY,0
1598677393,7/7/2020 22:05,5349292935,7/9/2020,,已送达,125.67,信用卡支付,,,,,4.37,131.54,,,pc下单,,1.5,,0,0,自提,NY,0
1599250835,7/7/2020 22:05,57451775682,7/11/2020,,已送达,90.37,信用卡支付,,,,,1.96,93.15,,,ios,2.3.1,1.5,,0,0,自提,OT,0
