Order Number,Order Time,Cust ID,Delivery Date,订单投诉,Status,Total Price,Payment,Voucher Discount,Voucher,Coupon Discount,Coupon,Tax Price,Final Price,Refund,Customer Service,OS of App,,冷链包装费,支付宝手续费,会员券,配送费,到家/自提,班次,服务费
1597451076,6/29/2020 10:40,58562673042,7/1/2020,,已送达,48.79,PayPal,,,,,0,62.11,8.78,,ios,2.3.0,1.5,,0,9.99,到家,Boston,2
1593618700,6/29/2020 10:42,54450871600,7/1/2020,,已送达,215.07,PayPal,,,,,0,216.57,41.96,,pc下单,,1.5,,0,0,自提,Boston,0
1600245209,6/29/2020 10:43,58991760688,7/21/2020,,已送达,269.45,信用卡支付,,,,,0.86,273.81,15.99,,pc下单,,1.5,,0,0,自提,NY,0
1594954844,6/29/2020 10:43,58161799985,7/1/2020,,已送达,23.77,支付宝/微信,,,,,0,28.77,,,ios,2.3.0,1.5,1.5,0,0,自提,Boston,2
1603061523,6/29/2020 10:45,5492172455,7/4/2020,,已送达,72.68,信用卡支付,,,,,1.22,75.23,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1601853031,6/29/2020 10:49,55761715117,7/15/2020,,备货中,239.9,余额支付,,,2,Employee Code,0,238.25,,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1595832357,6/29/2020 10:50,53885861630,7/1/2020,,已送达,196.04,PayPal,,,,,4.53,212.06,15.97,,pc下单,,1.5,,0,9.99,到家,Boston,0
1595845797,6/29/2020 10:54,53650861990,7/4/2020,,已送达,151.86,信用卡支付,,,,,1.45,154.09,29.99,,android,2.3.0,1.5,,0,0,自提,Boston,0
1594415723,6/29/2020 10:56,5627818399,7/1/2020,,已送达,174.42,信用卡支付,,,,,1.7,176.62,53.85,,android,2.3.0,1.5,,0,0,自提,Boston,0
1601343645,6/29/2020 10:58,53521777837,7/4/2020,,已送达,86.26,余额支付,,,,,0,86.72,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1595521435,6/29/2020 11:02,57821267953,7/2/2020,,已送达,176.05,信用卡支付,,,,,3.05,180.6,,,pc下单,,1.5,,0,0,自提,NY,0
1601024196,6/29/2020 11:03,59534779567,7/14/2020,,已送达,120.31,信用卡支付,,,,,1.11,132.91,,,pc下单,,1.5,,0,9.99,到家,NY,0
1602165450,6/29/2020 11:03,52563012772,7/2/2020,,已送达,147.24,信用卡支付,,,,,1.05,159.51,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1602850487,6/29/2020 11:05,52834756551,7/2/2020,,已送达,69.35,信用卡支付,,,,,0,70.64,,,IPAD,2.3.0,1.5,,0,0,自提,NY,0
1596403670,6/29/2020 11:05,5638123130,7/4/2020,,已送达,191.95,信用卡支付,,,,,0.6,204.04,,,pc下单,,1.5,,0,9.99,到家,OT,0
1601505064,6/29/2020 11:09,59941244414,7/2/2020,,已送达,285.54,信用卡支付,,,,,0,292.98,6.49,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1601428596,6/29/2020 11:10,59861287415,7/8/2020,,已送达,147.57,信用卡支付,,,,,5.6,153.42,14.99,,android,2.3.0,1.5,,0,0,自提,Boston,0
1596828628,6/29/2020 11:11,53030283976,7/1/2020,,已送达,115.76,信用卡支付,,,,,1.4,117.4,2.69,,ios,2.3.0,1.5,,0,0,自提,DC,0
1600245681,6/29/2020 11:14,53420326153,7/2/2020,,已送达,114.17,PayPal,,,,,2.83,128.49,6.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1599712636,6/29/2020 11:16,56031761023,7/4/2020,,已送达,83.23,信用卡支付,,,,,0,84.73,,,ios,2.2.7,1.5,,0,0,自提,OT,0
1598965172,6/29/2020 11:19,54561777759,7/4/2020,,已送达,126.25,余额支付,,,,,0.52,128.11,6.99,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1601292859,6/29/2020 11:22,55320371929,7/2/2020,,已送达,142.72,PayPal,,,,,0.79,144.78,,,IPAD,2.3.0,1.5,,0,0,自提,NY,0
1595090035,6/29/2020 11:22,5233143698,7/1/2020,,已送达,90.46,信用卡支付,,,,,0,101.95,,,pc下单,,1.5,,0,9.99,到家,Boston,0
1594453262,6/29/2020 11:25,58660392110,7/8/2020,,已送达,75.99,信用卡支付,,,,,2.07,78.81,3.29,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1596086291,6/29/2020 11:27,54451850942,7/4/2020,,已送达,234.03,信用卡支付,,,,,3.9,238.77,5.38,,ios,2.3.0,1.5,,0,0,自提,OT,0
1603188121,6/29/2020 11:30,54134719263,7/2/2020,,已送达,150.75,信用卡支付,,,,,0,159.24,2.29,,pc下单,,1.5,,0,6.99,到家,NY,0
1596166130,6/29/2020 11:31,53926757703,7/2/2020,,已送达,144.57,支付宝/微信,,,,,0.38,157.77,1.69,,ios,2.3.0,1.5,1.5,0,9.99,到家,NY,0
1595307127,6/29/2020 11:31,57133675830,7/2/2020,,已送达,176.23,信用卡支付,,,,,1.74,189.46,,,pc下单,,1.5,,0,9.99,到家,NY,0
1596685853,6/29/2020 11:32,56134754510,7/2/2020,,已送达,97.79,PayPal,,,,,0,109,13.98,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595490316,6/29/2020 11:32,5326466333,7/2/2020,,已送达,67.45,PayPal,,,,,0,78.94,6.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1596341205,6/29/2020 11:33,57273289698,7/2/2020,,已送达,219.76,信用卡支付,,,,,1.32,222.44,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1598303014,6/29/2020 11:33,5333477456,7/4/2020,,已送达,96.73,信用卡支付,,,,,0.73,108.73,,,IPAD,2.3.0,1.5,,0,9.99,到家,NY,0
1599047441,6/29/2020 11:42,5595087118,7/1/2020,,已送达,34.69,余额支付,,,,,0,37.95,,,IPAD,2.2.4,1.5,,0,0,自提,Boston,2
1597480053,6/29/2020 11:45,52064626844,7/2/2020,,已送达,69.25,PayPal,,,,,0,80.58,,,android,2.3.0,1.5,,0,9.99,到家,NY,0
1595908174,6/29/2020 11:45,59420312073,7/2/2020,,已送达,126.47,信用卡支付,,,,,0,137.96,10.76,,pc下单,,1.5,,0,9.99,到家,NY,0
1601916966,6/29/2020 11:46,52170696606,7/7/2020,,已送达,98.42,信用卡支付,,,,,0,109.91,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601577804,6/29/2020 11:51,54924072988,7/5/2020,,已送达,135.98,余额支付,,,,,0.84,138.14,45.46,,ios,2.3.0,1.5,,0,0,自提,DC,0
1601492914,6/29/2020 11:51,52260716809,7/11/2020,,已送达,69.63,余额支付,,,,,0,70.03,3.99,,ios,2.3.0,1.5,,0,0,自提,OT,0
1601082425,6/29/2020 11:53,53524030396,7/1/2020,,已送达,115.43,余额支付,,,,,0,123.92,,,pc下单,,1.5,,0,6.99,到家,DC,0
1593916002,6/29/2020 11:56,5687819751,7/1/2020,,已送达,117.49,信用卡支付,,,,,0,128.77,31.47,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1599366843,6/29/2020 11:56,56091780849,7/5/2020,,已送达,165.72,信用卡支付,,,,,0,176.97,6.99,,IPAD,2.3.0,1.5,,0,9.99,到家,NY,0
1595024357,6/29/2020 12:00,56873478170,7/4/2020,,已送达,72.88,余额支付,,,,,0,73.69,12.58,,ios,2.3.0,1.5,,0,0,自提,OT,0
1602926270,6/29/2020 12:00,53751034858,7/5/2020,,已送达,82.98,余额支付,,,,,0,81.6,9.48,,android,2.2.4,,,0,0,自提,NY,0
1597785528,6/29/2020 12:01,53078132225,7/1/2020,,已送达,190.46,信用卡支付,,,,,1.03,202.81,11.77,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1602883575,6/29/2020 12:04,53664631021,7/5/2020,,已送达,73.29,PayPal,,,,,0,80.88,9.49,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1598967101,6/29/2020 12:04,56131218730,7/2/2020,,已送达,132.36,信用卡支付,,,,,0.38,141.23,,,pc下单,,1.5,,0,6.99,到家,NY,0
1597363581,6/29/2020 12:05,54550450114,7/2/2020,,已送达,78.87,信用卡支付,,,,,0.55,89.79,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1603278680,6/29/2020 12:05,58920255626,7/1/2020,,已送达,29.95,余额支付,,,,,0.9,39.24,12.45,,ios,2.2.7,,,0,6.99,到家,DC,2
1597723225,6/29/2020 12:05,54284520050,7/4/2020,,订单已取消【不能在规定时间内赶去自提点提货 || Will be traveling】,70.05,信用卡支付,,,,,2.01,72.46,72.46,,ios,2.3.0,1.5,,0,0,自提,NY,0
1594800472,6/29/2020 12:05,5642177697,7/4/2020,,已送达,182.35,信用卡支付,,,,,3.53,197.2,2.69,,ios,2.2.7,1.5,,0,9.99,到家,NY,0
1595703986,6/29/2020 12:08,53654057914,7/2/2020,,已送达,107.54,信用卡支付,,,,,4.57,123.6,25.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1599887796,6/29/2020 12:09,56726764257,7/1/2020,,已送达,263.04,信用卡支付,,,,,0.26,271.56,31.87,,ios,2.3.0,1.5,,0,6.99,到家,DC,0
1595020216,6/29/2020 12:10,5393472595,7/2/2020,,已送达,54.64,信用卡支付,,,,,0.75,68.76,,,ios,2.3.0,1.5,,0,9.99,到家,NY,2
1602190719,6/29/2020 12:10,52191791803,7/4/2020,,已送达,163.3,余额支付,,,,,1.15,175.73,11.37,,ios,2.2.8,1.5,,0,9.99,到家,NY,0
1599917408,6/29/2020 12:11,53761788948,7/12/2020,,已送达,178.4,PayPal,,,,,8.72,198.61,2.99,,pc下单,,1.5,,0,9.99,到家,Boston,0
1600895439,6/29/2020 12:13,56291798005,7/2/2020,FGG责任,退款已完成,112.14,信用卡支付,,,,,2.92,126.55,5.89,R-包装损坏,pc下单,,1.5,,0,9.99,到家,NY,0
1600028035,6/29/2020 12:13,56520215188,7/1/2020,,已送达,89.5,PayPal,,,,,3.08,100.84,17.21,,ios,2.2.4,1.5,,0,6.99,到家,DC,0
1602535102,6/29/2020 12:14,52892915296,7/2/2020,,已送达,386.03,信用卡支付,,,,,2.38,404.9,22.37,,pc下单,,1.5,,0,9.99,到家,NY,0
1596512219,6/29/2020 12:14,5844022101,7/4/2020,,已送达,112.25,信用卡支付,,,,,6.5,127.24,,,ios,2.2.8,1.5,,0,6.99,到家,OT,0
1599469506,6/29/2020 12:15,57591649945,7/2/2020,,已送达,192.83,PayPal,,,,,3.04,197.37,8.99,,android,2.3.0,1.5,,0,0,自提,NY,0
1599554592,6/29/2020 12:16,5246469739,7/2/2020,,已送达,150.3,信用卡支付,,,,,0,161.79,6.79,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595743548,6/29/2020 12:19,5834346484,7/4/2020,,已送达,137.59,支付宝/微信,,,,,0,147.58,,,pc下单,,1.5,1.5,0,6.99,到家,DC,0
1595361922,6/29/2020 12:22,53034742282,7/2/2020,,已送达,84.05,信用卡支付,,,,,0,84.51,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1602559049,6/29/2020 12:22,59895929288,7/4/2020,,已送达,50.3,信用卡支付,,,,,1.01,47.23,,,ios,2.3.0,,,5,0,自提,NY,2
1600033271,6/29/2020 12:27,59520321500,7/2/2020,,订单已取消【需要取消一件/多件商品 || 忘记订购很多东西】,104.98,信用卡支付,,,,,0,110.69,110.69,,ios,2.3.0,1.5,,5,9.99,到家,NY,0
1596883045,6/29/2020 12:27,56161769682,7/1/2020,,已送达,26.49,PayPal,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,0.23,23.22,,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1596923190,6/29/2020 12:28,55364684068,7/2/2020,,已送达,172.13,信用卡支付,,,,,3.66,187.28,12.75,,pc下单,,1.5,,0,9.99,到家,NY,0
1601661295,6/29/2020 12:30,53830162169,7/1/2020,,已送达,79.99,支付宝/微信,,,,,0,89.98,6.99,R-其他,ios,2.2.4,1.5,1.5,0,6.99,到家,DC,0
1596161692,6/29/2020 12:30,57130266354,7/11/2020,,订单已取消【需要取消一件/多件商品 || 有的东西弄错了，重新定】,208.92,支付宝/微信,,,,,0,210.27,210.27,,ios,2.3.0,,1.5,0,0,自提,OT,0
1595070242,6/29/2020 12:33,52461730646,7/4/2020,,已送达,136.24,余额支付,,,,,0.48,148.21,7.97,,pc下单,,1.5,,0,9.99,到家,Boston,0
1596477533,6/29/2020 12:33,57134712017,7/4/2020,普通投诉,已送达,329.76,信用卡支付,,,,,9.32,350.35,4.99,R-包装损坏,ios,2.3.0,1.5,,0,9.99,到家,OT,0
1603313518,6/29/2020 12:33,5497186165,7/2/2020,,已送达,175.58,信用卡支付,,,,,1.33,188.28,11.37,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1594527801,6/29/2020 12:33,5716469773,7/5/2020,,已送达,152.27,信用卡支付,,,,,1.84,162.6,42.46,,pc下单,,1.5,,0,6.99,到家,NY,0
1596620943,6/29/2020 12:35,54491736631,7/2/2020,,已送达,129.74,PayPal,,,,,0.28,140.36,6.87,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1601973702,6/29/2020 12:36,53057131441,7/5/2020,,已送达,73.97,PayPal,,,,,2.51,76.79,26,,ios,2.3.0,1.5,,0,0,自提,DC,0
1598040701,6/29/2020 12:38,58564653559,7/2/2020,,已送达,202.31,余额支付,,,,,5.01,208.82,32.76,,pc下单,,1.5,,0,0,自提,NY,0
1598225259,6/29/2020 12:39,53347559176,7/2/2020,,已送达,58.28,信用卡支付,,,,,0,57.2,,,ios,2.2.8,,,0,0,自提,NY,0
1594800939,6/29/2020 12:39,52685779039,7/1/2020,,已送达,177.11,信用卡支付,,,,,5.86,194.34,9.68,,ios,2.2.8,1.5,,0,9.99,到家,Boston,0
1602123549,6/29/2020 12:43,57841033010,7/1/2020,,已送达,266.53,支付宝/微信,,,,,8.62,285.14,,,ios,2.3.0,1.5,1.5,0,6.99,到家,DC,0
1594127843,6/29/2020 12:44,54031750920,7/4/2020,,已送达,73.18,余额支付,2,3174509200,,,0,71.18,3.38,,ios,2.2.8,,,0,0,自提,OT,0
1597585982,6/29/2020 12:44,5689121350,7/4/2020,,已送达,156.87,支付宝/微信,,,,,2.93,162.61,28.75,R-质量问题,ios,2.3.0,1.5,1.5,0,0,自提,NY,0
1595536498,6/29/2020 12:44,58634761526,7/2/2020,,已送达,46.88,信用卡支付,,,,,0.26,50.64,,,pc下单,,1.5,,0,0,自提,NY,2
1595011435,6/29/2020 12:45,53285866520,7/1/2020,,已送达,345.68,信用卡支付,,,,,9.46,368.46,26.22,,ios,2.3.0,1.5,,0,6.99,到家,DC,0
1595998729,6/29/2020 12:48,5547042157,7/4/2020,,已送达,218.2,PayPal,,,,,10.62,230.32,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1597591532,6/29/2020 12:49,56741252831,7/2/2020,,已送达,92.2,余额支付,,,,,4.29,96.49,,,pc下单,,,,0,0,自提,NY,0
1598407836,6/29/2020 12:51,52634767804,7/4/2020,普通投诉,已送达,212.23,信用卡支付,,,,,2.79,220.13,33.49,R-其他,ios,2.3.0,1.5,,5,9.99,到家,NY,0
1597435063,6/29/2020 12:51,59664646235,7/2/2020,,已送达,197.43,信用卡支付,,,,,3.76,201.79,6.25,,ios,2.3.0,1.5,,0,0,自提,NY,0
1599761202,6/29/2020 12:54,5446462256,7/4/2020,,已送达,238.43,信用卡支付,,,,,4.35,254.1,2.71,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1597778321,6/29/2020 12:55,57670412118,7/4/2020,,已送达,69.69,PayPal,,,,,1.39,71.08,39.76,,ios,2.3.0,,,0,0,自提,OT,0
1593543765,6/29/2020 12:55,57285829811,7/1/2020,,已送达,50.46,PayPal,,,,,1.26,55.71,6.99,R-其他,pc下单,,,,5,6.99,到家,DC,2
1600853345,6/29/2020 12:58,59520321500,7/2/2020,,已送达,164.44,信用卡支付,,,,,0,170.93,,,ios,2.3.0,1.5,,5,9.99,到家,NY,0
1603328138,6/29/2020 12:58,58030120529,7/1/2020,,已送达,69.51,PayPal,,,,,0,76.68,6.79,,ios,2.2.8,1.5,,0,6.99,到家,DC,0
1593925503,6/29/2020 12:59,582631612,7/5/2020,,已送达,73.95,信用卡支付,,,,,0.62,74.82,19.48,,ios,2.3.0,1.5,,0,0,自提,NY,0
1593625409,6/29/2020 13:01,52334713275,7/2/2020,,已送达,145.71,支付宝/微信,,,,,0,158.45,6.99,,ios,2.3.0,1.5,1.5,0,9.99,到家,NY,0
1600467527,6/29/2020 13:03,52692993320,7/2/2020,,已送达,75.64,信用卡支付,,,,,0.74,87.87,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601869237,6/29/2020 13:03,52091788010,7/2/2020,,已送达,135.2,信用卡支付,,,,,6.97,152.41,,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1594824750,6/29/2020 13:05,5863101723,7/2/2020,,已送达,416.08,余额支付,,,,,3.74,436.08,25.99,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1596815343,6/29/2020 13:06,54250810931,7/1/2020,,已送达,171.22,余额支付,,,,,3.89,175.61,21.98,,android,2.3.0,1.5,,0,0,自提,Boston,0
1599870944,6/29/2020 13:09,55420249055,7/1/2020,,已送达,188.36,信用卡支付,,,,,4.71,201.39,29.57,,ios,2.3.0,1.5,,0,6.99,到家,DC,0
1600081157,6/29/2020 13:09,55130588488,7/2/2020,,已送达,95.09,信用卡支付,,,,,4.58,111,,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1602158842,6/29/2020 13:10,54824078172,7/5/2020,,已送达,84.04,信用卡支付,,,,,0,91.15,15.99,,android,2.3.0,1.5,,0,6.99,到家,DC,0
1594153416,6/29/2020 13:10,52098989798,7/4/2020,,已送达,172.38,支付宝/微信,,,,,0,174.42,,,ios,2.3.0,1.5,1.5,0,0,自提,OT,0
1598953991,6/29/2020 13:12,52960333616,7/1/2020,,已送达,71.44,信用卡支付,,,,,0,72.94,3.49,,pc下单,,1.5,,0,0,自提,Boston,0
1594426867,6/29/2020 13:14,54681441620,7/2/2020,,订单已取消【订单重复 || 会重新买】,122.69,信用卡支付,,,,,0,133.46,133.46,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1594692883,6/29/2020 13:19,57751281068,7/4/2020,,已送达,70.33,信用卡支付,,,,,1.25,79.92,,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1600645348,6/29/2020 13:20,52691713157,7/2/2020,,已送达,90.22,PayPal,,,,,1.35,103.06,,,pc下单,,1.5,,0,9.99,到家,NY,0
1593502793,6/29/2020 13:20,56097821373,7/1/2020,,已送达,112.09,余额支付,,,,,0.43,113.18,52.47,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1602638698,6/29/2020 13:20,58851681112,7/7/2020,,已送达,21.5,PayPal,,,2,Employee Code,0.35,21.13,,,ios,2.3.0,,,0,0,自提,NY,2
1600266486,6/29/2020 13:21,57820322551,7/2/2020,,已送达,86.5,信用卡支付,,,,,0,88,8.19,,pc下单,,1.5,,0,0,自提,NY,0
1599973957,6/29/2020 13:23,53791746726,7/4/2020,,已送达,256.5,PayPal,,,,,1.33,269.32,7.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1593969977,6/29/2020 13:25,58031243043,7/5/2020,,已送达,102.77,信用卡支付,,,,,0,114.09,15.99,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1596073301,6/29/2020 13:25,52934795722,7/2/2020,,已送达,86.48,支付宝/微信,,,,,0,99.47,32.76,,pc下单,,1.5,1.5,0,9.99,到家,NY,0
1596112615,6/29/2020 13:26,52364657970,7/1/2020,,已送达,52.35,信用卡支付,,,,,1.31,63.96,,,ios,2.3.0,1.5,,0,6.99,到家,DC,2
1601156805,6/29/2020 13:28,59271886006,7/4/2020,,已送达,117.6,PayPal,,,,,0,128.97,4.58,,ios,2.2.8,1.5,,0,9.99,到家,NY,0
1597927881,6/29/2020 13:32,53761786685,7/4/2020,,已送达,126.03,PayPal,,,,,2.19,138.73,1.49,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1602044122,6/29/2020 13:32,54660722996,7/4/2020,,已送达,56.37,余额支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0,54.15,,,ios,2.3.0,1.5,,0,0,自提,OT,2
1597781845,6/29/2020 13:35,53564644234,7/2/2020,,已送达,118.74,信用卡支付,,,,,1.52,121.55,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1600111862,6/29/2020 13:35,58661717807,7/4/2020,,已送达,94.26,信用卡支付,,,,,2.88,97.62,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1600749200,6/29/2020 13:37,57364667663,7/4/2020,,已送达,190.46,PayPal,,,,,2.55,199.5,19.99,,pc下单,,1.5,,5,9.99,到家,NY,0
1598981500,6/29/2020 13:39,56034739965,7/4/2020,,已送达,71.71,信用卡支付,,,,,0,80.02,,,ios,2.2.4,1.5,,0,6.99,到家,NY,0
1598211056,6/29/2020 13:42,53691474600,7/4/2020,,已送达,138.47,信用卡支付,,,,,0.74,139.41,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1596410371,6/29/2020 13:44,54861770168,7/4/2020,,已送达,319.45,信用卡支付,,,,,0,335.77,15.99,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1601960613,6/29/2020 13:44,54947514869,7/2/2020,,已送达,88.16,信用卡支付,5,4754148699,,,0,83.76,6.99,,ios,2.2.4,1.5,,0,0,自提,NY,0
1595721065,6/29/2020 13:45,57160768171,7/4/2020,,已送达,89.18,余额支付,,,,,0.64,91.14,6.99,,ios,2.3.0,1.5,,0,0,自提,OT,0
1594014348,6/29/2020 13:46,59991769711,7/2/2020,,已送达,112.46,信用卡支付,,,,,1.28,115.24,,,pc下单,,1.5,,0,0,自提,NY,0
1602377474,6/29/2020 13:49,56861786105,7/1/2020,,已送达,233.53,信用卡支付,,,,,7.65,252.67,12.98,,pc下单,,1.5,,0,9.99,到家,Boston,0
1593532779,6/29/2020 13:49,52562644629,7/4/2020,,已送达,70.21,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,0,65.21,3.49,,pc下单,,,,0,0,自提,OT,0
1603126573,6/29/2020 13:51,59463149478,7/4/2020,,已送达,110.46,信用卡支付,,,,,0,121.81,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1593866892,6/29/2020 13:56,56691790968,7/1/2020,,已送达,161.3,信用卡支付,,,,,2.73,165.53,1.79,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1601195420,6/29/2020 13:56,52764626595,7/2/2020,,已送达,236.18,支付宝/微信,,,,,1.18,250.22,8.99,,ios,2.3.0,1.5,1.5,0,9.99,到家,NY,0
1603040468,6/29/2020 13:57,52333915926,7/1/2020,,已送达,146.49,PayPal,,,,,6.89,164.87,,,pc下单,,1.5,,0,9.99,到家,Boston,0
1594703966,6/29/2020 13:57,57091774711,7/2/2020,,已送达,190.16,信用卡支付,,,,,5.66,207.09,9.99,R-其他,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1599869141,6/29/2020 13:58,52533213445,7/2/2020,,已送达,299.62,余额支付,,,,,19.41,329.38,3.99,R-其他,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1596427524,6/29/2020 13:58,59060330188,7/1/2020,,已送达,133.38,PayPal,,,,,2.79,137.67,6.99,,pc下单,,1.5,,0,0,自提,Boston,0
1594311740,6/29/2020 14:01,52155159504,7/2/2020,,已送达,159.54,余额支付,,,,,0,160.87,6.99,,ios,2.3.0,1.5,,0,0,自提,NY,0
1599656658,6/29/2020 14:04,58361749060,7/1/2020,,已送达,162.59,PayPal,,,,,3.89,167.76,33.27,,android,2.3.0,1.5,,0,0,自提,Boston,0
1598091050,6/29/2020 14:05,53921633381,7/4/2020,,已送达,63.35,PayPal,,,,,1.34,76.05,6.49,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1598199162,6/29/2020 14:05,5752024136,7/11/2020,,已送达,112.38,信用卡支付,,,,,3.47,127.34,,,pc下单,,1.5,,0,9.99,到家,OT,0
1598152424,6/29/2020 14:09,58862688063,7/9/2020,,已送达,21.2,信用卡支付,,,,,0,23.2,7.57,,pc下单,,,,0,0,自提,NY,2
1596583840,6/29/2020 14:10,53392918755,7/2/2020,,已送达,184.68,信用卡支付,,,,,1.49,196.88,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595585186,6/29/2020 14:10,55440829969,7/7/2020,,订单已取消【需要修改自提点和或时间 || 需要提前】,25.9,PayPal,,,,,1.72,29.45,29.45,,ios,2.3.0,,,0,0,自提,NY,2
1599208435,6/29/2020 14:11,56565053137,7/4/2020,,已送达,84.27,PayPal,,,,,1.46,96.99,,,ios,2.2.8,1.5,,0,9.99,到家,NY,0
1599828100,6/29/2020 14:15,58864631911,7/2/2020,,已送达,160.15,信用卡支付,,,,,1.11,172.75,14.77,,pc下单,,1.5,,0,9.99,到家,NY,0
1598495311,6/29/2020 14:15,54285772007,7/2/2020,,已送达,300.27,信用卡支付,,,,,6.72,308.37,16.38,,ios,2.2.4,1.5,,0,0,自提,NY,0
1598330994,6/29/2020 14:15,56273466529,7/4/2020,,订单已取消【计费原因 || 需要再加一箱】,319.96,余额支付,,,,,0,315.21,315.21,,android,2.3.0,1.5,,5,0,自提,OT,0
1597114411,6/29/2020 14:16,56291773486,7/4/2020,,已送达,132.01,信用卡支付,2,9176734862,,,2.11,132.78,4.58,,ios,2.3.0,1.5,,0,0,自提,NY,0
1598366888,6/29/2020 14:17,52324045226,7/5/2020,,已送达,70.26,信用卡支付,,,,,1.76,72.17,5.93,,android,2.3.0,1.5,,0,0,自提,DC,0
1603317006,6/29/2020 14:18,52781432101,7/4/2020,普通投诉,已送达,198.7,信用卡支付,,,,,3.53,202.89,36.27,R-质量问题,ios,2.3.0,1.5,,0,0,自提,OT,0
1600559853,6/29/2020 14:18,58861752754,7/1/2020,,已送达,368.16,信用卡支付,,,,,0,384.65,44.94,,pc下单,,1.5,,0,9.99,到家,Boston,0
1595509890,6/29/2020 14:22,53592985686,7/4/2020,,已送达,142.08,信用卡支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0,137.5,2.29,,ios,2.3.0,1.5,,0,0,自提,NY,0
1602076511,6/29/2020 14:26,57673430553,7/4/2020,普通投诉,已送达,69.49,余额支付,,,,,0,64.64,8.99,R-商品变质,ios,2.3.0,1.5,,5,0,自提,OT,0
1594225213,6/29/2020 14:31,5457039187,7/2/2020,,已送达,318.98,PayPal,,,,,0,330.19,1.2,,android,2.3.0,1.5,,0,9.99,到家,NY,0
1594581192,6/29/2020 14:32,5222485870,7/4/2020,,订单已取消【需要取消一件/多件商品 || 重新下单】,280.3,PayPal,,,,,0.59,282.21,282.21,,ios,2.3.0,1.5,,0,0,自提,OT,0
1599192241,6/29/2020 14:33,53364688432,7/2/2020,,已送达,115.52,信用卡支付,,,,,0,116.21,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1601800502,6/29/2020 14:35,55741276096,7/5/2020,,已送达,217.05,信用卡支付,,,,,4.28,229.68,,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1601872513,6/29/2020 14:36,56071866916,7/7/2020,,订单已取消【需要取消一件/多件商品 || Na】,22.66,信用卡支付,,,,,0,25.5,25.5,,ios,2.3.0,1.5,,0,0,自提,NY,2
1601794487,6/29/2020 14:39,5222345742,7/2/2020,,已送达,96.65,信用卡支付,,,,,1.39,109.32,6.99,,ios,2.2.8,1.5,,0,9.99,到家,NY,0
1596680908,6/29/2020 14:43,59061799810,7/1/2020,,已送达,165.59,PayPal,,,,,0,175.58,20.97,,pc下单,,,,0,9.99,到家,Boston,0
